url;categoria;subcategoria
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCljVSSZP0iQ51ZANc1v2khAf_G23CYp7joztUvZp5PXjM;ED. CALATRAVA (Torre 2);Salón 702
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQASaBasRM3YSpAon9jLRLa5Adc27ceFhr6832qXhF1uGwI;ED. CALATRAVA (Torre 2);Salón 802
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDQEzKTHGkLQbEFfTKGLdBsAV7kknqwDgT2VkHBBwZTwbU;ED. CALATRAVA (Torre 2);Salón 902
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD2sMutgZJ5TpGj-L05-ZEqAa0wTvt_0pTsDQR0KB-Zcrc;ED. CALATRAVA (Torre 2);Salón 1001
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCkcskTK4GFRYGp_CuzSRyeAXBV_xUEIE9cXD-pK16R8Kk;ED. CALATRAVA (Torre 2);Salón 201
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQATkM6Cmk22R4p8nBAY8aBmAX2zoukaUK9haEW84Sw32Ig;ED. CALATRAVA (Torre 2);LABORATORIO TESLA
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBpssyTrCsFRJaKfTfHbwMeAR2jSbux3gIAVmupgbT-0M4;Ed.Nuevo;Auditorio 1
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQADazRLaNT7QLlUwzKBEIy8AWo_mAzf1TUBUNKhd_Xct4A;Ed.Nuevo;Auditorio 2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDAnHeN7gIoRYHOEZ46OL5GAe3c6jls1bhXK6JFPYvxy_o;Ed.Nuevo;Auditorio 3
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCxq4eZVnJoT45ex0DTft70AeIEeCLe-0MYm0vleA8nY7c;Ed.Nuevo;Auditorio 4
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDw1nlvi42wQIXsrN5EN2MoAdJmuCLyPilEmNpqmZxtDvA;Pedro Fermín;Auditorio 1
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCCjBuMoF0ASaRpp3b-99OwASn9EPsgZxi4HqpyrgLiLnw;Pedro Fermín;Auditorio 2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCgjhX2BxlGTarAHBjaMOSGAXMnwO1iCkuNe1Zc1vmwt6E;Pedro Fermín;Auditorio 3
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB696BiKpP2Qqpleav4swaKAeZv_JiTje3iGg3mp7owk3k;Casur;PLAZA CAPITAL  203
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDmQps3olgFQ5JTigiIahO4Aa8JJCC5uvCiHq-W9eyTY1k;Casur;Salón 204
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD-0rMgPQBGQZDzlz4_JbTdAaG5QQAGtKx8tIYuHObMViw;Casur;Salón 208
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAb4An7_QbqTIn1-NOdy8OhASu0X8rPir_ZVTpjocojeBI;Casur;Salón 205
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAezyevqk0kT48qbB9_VDDRAeQjvQ7EMxb_N2aQJy2bbd4;Casur;Salón 206
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC-2N7aHyg-QZLBKPOMerqeAe9nBOrY6h-_5sa3dfZ3ZJ4;Casur;Sala Computo 4 (Mac) 207 CASUR
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAyO56UxXdFR6bMQmjqRyIOASX_gr2VUvymm82FhipE-5I;Casur;Salón 209
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDav9k0lCcSQ4gSd1dJaABLAa7YQ8_fiR_YSmgl8_a_IHQ;Casur;Salón 302
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCejO8sr5AcQJfCH10jlWIuAZtEEnkw8-J3rpLsxe_Dnzk;Casur;Salón 303
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDQX8adliHdR4bXMBIsBtFbARtysFZjpzllJIqmrYjKKpY;Casur;Salón 309 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBt7xnZ6fLGR5axXASfJr7KAQSimxxijv8iWuRvPUF3rcE;Casur;Salón 508
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAD0NryqcabSKigcVXH2l4pAbgMGpGkVTp6wRt6rsTBhl0;Casur;Salón 509
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCX_Qga5rsdRKQUsw2OicYqAQLmLceXOy56YGnMP9aJFDM;Casur;LABORATORIO INNOVACIÓN PEDAGÓGICA
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDM2jvbFarmSamsSnvMMoluAdUnxArQoHl2_0hZQj_S2Oc;Casur;Sala NASH
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA_eG_xWi_wSq_oa94tyOgwAfbtIlNZM0_SMsEHlZwovXE;Edificio EL TIEMPO;Sala BOOLE
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC4i-1IrgXPQrpmiA3V8_qjAe8_Bx7wqOB4Ddd7qV-MMvI;Edificio EL TIEMPO;LABORATORIO NOETHER
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCo2Oe2m5KxSK1uaQU576gbAVlY1TwvgmRRJUkZJmNgqrk;Edificio EL TIEMPO;LABORATORIO DE TERRITORIOS
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAiHEtTsuxFQqc2x-zck7DTAU7fMXzKl9nD-s4tqnXnaKo;Edificio EL TIEMPO;LEGAL DESING
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDVjTa2WEAZRpb56_EpUm30AW_vSeOVUAMNVQXMOff-zbA;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);Taller Experimental 1 - PISO 2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBJP2RNZGfdTLAQrD82hfNlAYuN4EKzejDS3N9pMd9SVyo;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);Taller Experimental 2 - PISO 2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDiFRPy08U_QaRpKGLxLg7vAd3iR1PXjnPGK6GNHJ13kfs;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);Taller Experimental 3 - PISO 2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB8GMD-l0qUS6o8Z-8veYxSARth6Oj927J6XGJsj6aXizI;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);Taller Experimental 4 - PISO 4
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAndSXzgxv3QrreaGdrbNaUATEz-K-ODFvKJkwk96fNthY;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);TALLER EXPERIMENTAL 5 PISO 6
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAud0z4HcvDS7bcE0ffaKvZAa6o6axJhalgci_zFJBouhU;Casur;Salón 505 Y 506
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAamJ_jSZFORZZHzGcr6nUJAR9BQqjEq_EqsZOkiHZbk0k;Quinta de Mutis;Salón 208
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC5_WwX-zhsQ5Q-X9xQCKMTAcOH2WdarT4dwb8nyKx7lrI;Quinta de Mutis;Auditorio 301
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA3r0wKlYhQTaQKC5HoYmvoARcZ_ZkXvU5TYabdHLvxTEE;Quinta de Mutis;Auditorio 302
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDfTLsb3XpyQ4CReVkZrMxTAWkDeDYQXruCVY_0D-_83bQ;Quinta de Mutis;Auditorio 303
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA7zwCxg7DoTI2VODsLWmkpARwBJ01iGHbvL8_8Eg9AWGw;Quinta de Mutis;Auditorio 311
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBv8Avb6nA8Q6mV0zhVZ2SkATM2ai-QiAuUszzEJeS50gM;Quinta de Mutis;Salón  312
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDuop7biz8LSrp2nSMum0iXAf7vWft8lrpN78baCECmG_Y;Quinta de Mutis;Salón  313
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDSPuBqCR4CQ4yZWGDhdSIkATrdFTpyROy82T2Fwd0sQ24;Quinta de Mutis;Salón 203
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDRCC_dngLAQK3Q4vy0j981AZpVVWMceXDrIOz1b5VRDPI;Quinta de Mutis;Salón 101
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCNo_6A3M3RTpxEqfIKDOFdAf252KCSof_Ub6RrCSyHj5k;Quinta de Mutis;Salón 102
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCKIRpAsDpJRoPY-FKNDENmAbQBhd_6WfFQYG1EDnneW6Y;Quinta de Mutis;Salón 103
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCPafQyk3xzQYz1RNmcXquYAVOb7_PeVSxdeetzERB7M7s;Quinta de Mutis;Salón 104
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAZJgYfb0BYRIbvvc9jzg66AU2D4kXk_zKtSqan4C5uajE;Quinta de Mutis;Salón 105
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA2nfznPVPLS64aaPX70S9bAepf9W4Xp9vms3M97j_Jv0g;Quinta de Mutis;Salón 114
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCH_F_QT79ST6px_I0Dfj7gATLj_K7Mevorgitt-nkK3N0;Quinta de Mutis;Salón 115A
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBPvDDtiYyqRqQW_O-rY8pbASPPe1mLADzqTiI4eMOOlvI;Quinta de Mutis;Salón 116
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA1PTHOSx9IS6oTHqQMkskDAduIdIRu9W92yhStSkAoQIo;Quinta de Mutis;Salón 106
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBPJYs6FKT_SKGFDbwCgr6PAUsi1B1e0Ap3IjhDkqD92V8;Quinta de Mutis;Salón 107
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBTI0n5WZEzTLRS1_5ToOg5ASxNYSkThbk_hEa5Prynn1M;Quinta de Mutis;Salón 108
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA2irtrXhOtToJMbOLSK_obAV-ImI1c3WVXtl9nbhvGhMw;Quinta de Mutis;Salón 109
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDUkIS1Qjd0Q5MKpjNYlCy9AXk3onAr-kBZxsJgNYf-Cm4;Quinta de Mutis;Salón 110
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCrz_ZkZ8ZYRaQq-0zuHOI6AdyzpEh2d66AI1GeAtD8DEw;Quinta de Mutis;Salón 117
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDc420CBa58Q6j532SKgzBnAXPdnC25DNBo2Z3zYuAFi7M;Quinta de Mutis;Salón 111
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDg7kIP0jzxTaNZK77v6vsJAZ7y-F6LwMpWrJ-vOgrdcAc;Quinta de Mutis;Salón 112
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBz39SX1c33TLhvywgPyF1DAVH0295xwwVes-G_AyK2G7k;Quinta de Mutis;Salón 113
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBGnwntX9SjS4Cbo85W0qbAAS5mb6D8-uODJ6ui5nK_Uro;Quinta de Mutis;Salón 119
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAHomHskIY3Tatu_zC0nuT8AQNc1ySlQMXqJHr6ufkLaLY;Quinta de Mutis;Salón 120
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAYI0njhdUfRZBmPJCHU9f5AXQgAJAkmsH0y2FWU2mFdtw;Quinta de Mutis;Salón 121
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAXGfauVKZARLksk6oXVrpqAZ7wh3cEfZsniSYT5tKnN8A;Quinta de Mutis;Salón 122
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDtYYI9AtWnTbjY2ashaMIjAS8WjqMYPfFSySFGxeUOowE;Quinta de Mutis;Salón 123
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQATogC_EFf6TIusYXmCR7QhASPzC2fuTISUG4nEEHnY1jw;Quinta de Mutis;Salón 124
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBatJQt9EKlSrliithoR4KZAWNQR81ZzvETzBcGSdY-x3M;Quinta de Mutis;Salón 125
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAGBQ3gaGeJRa9BbGy7caSCATLqhBu7iPnF54mQk_Q7x4c;Quinta de Mutis;Salón 126
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD2Fbq2G-DGT7w5B9Hqtz-DAUkMxqZXFjSphwo0Jk8_Od8;Quinta de Mutis;Salón 127
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDt5A1XxbgeQLc4YIfxw_XJAandIKkY1_9oQoNV-5FGnnU;Quinta de Mutis;Salón 201
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBnkK4UZWxYSpffXYQ89Z79AeguAvL2LdCbg-ZNI6yuCdU;Quinta de Mutis;Salón 202
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCametaQXkBR4wTxwqvGywNAXLKwsct64rlL9gaURvzGdc;Quinta de Mutis;Salón 304
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBTI6DLGIJwQ6XEvfXcffn7Aajcg5YQJBF4dTcMjp4eXB8;Quinta de Mutis;Salón 206
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBijc5T3ULPSL4_YPTF61iJAZn0mo91u4t2vA7dDFgtwsg;Quinta de Mutis;Salón 207
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD6lRK8hWC4Spn-HHJyTYchAekNzxL9_6NP7BMIk6dCGYY;Quinta de Mutis;Salón 129
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC5ARTJgItiT7415K9Lk1POAQ-jHG8Nc0foT_odChcmgCo;Quinta de Mutis;Salón 130
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAP_jIujigwR7fzxkmF-OvoAclANnFFPo2SIfG6k_2N5Hc;Quinta de Mutis;Salón 128
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQArh1dyZ46xSr7kJsnEBO9QAfboF3bHuCPmKIdZpbxLLoo;Quinta de Mutis;Salón 147
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAA_hP7W-4ASqCeBymdXm1UAdkPe4i9G6rlYaNqoDnrPs8;Quinta de Mutis;Salón 131
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA44SxiA8OIQ4XxL3HTRoHoAYZK_neGc3M032ab1gSeirs;Quinta de Mutis;Salón 132
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDgkCyGI5wcTpy2LTIEJ-GvAddxRL4HRfsspfjGIBbLdRU;Quinta de Mutis;Salón 133
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDfy4dkgSRBR53OAKBzqkZbARXvk_eUOKlvKHhs3xtcN9g;Quinta de Mutis;Salón 134
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCy2mazjRWmTozuB2wmK5ytAevm4eoZMOZ51hHrpiPgVYo;Quinta de Mutis;Salón 146
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDCa7g4KwTCTLrJQZwGyowkAX0Ggz76vCS7fzRjPp5RI1I;Quinta de Mutis;Salón 145
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAFIcb1Z9jkR5zXxuqr5ui1AXZc081Ye62jzQIb9E6sJdA;Quinta de Mutis;Salón 144
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA6RbkXzUNWT5S5skINdHHRAeilMK4Xa4QeyQzo-BiFQag;Quinta de Mutis;Salón 143
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAXyO9U4hWpSarFqKhJrWDyASCvmQAQqoLOqCcTzGUcLuA;Quinta de Mutis;Salón 139
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCe32Cm7nuNQKS_-PS_JkBbAXxu821jrD2N-dJX8rGmsHA;Quinta de Mutis;Salón 142
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBXLpsjGLziQZ2LTpcphLAgAXiAGqIGqEWVquTNPAPSsTE;Quinta de Mutis;Salón 140
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBC8la6UBVhQKLQVEicqyvbAdjNAjKLv0UIYWjuSaWCpeA;Quinta de Mutis;Salón 141
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQABBDrObUj1R7YOmfkl0LhbAU_wUE253vI3DO3fGOsfnXM;Quinta de Mutis;Salón 135
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBlF27K0ANmQq77Ee8N8_lYAbAY0sv4cBse0LU8C3OvZDo;Quinta de Mutis;Salón 136
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAfn_R33dtwQYtGjPz5gR3xAZqX0mPzaqg8w2lqYXCKULk;Quinta de Mutis;Salón 137
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCpMJRJ_fHWRr9mmLkB1BSmAWdODiWjxPH4dtsmW-ejd2o;Quinta de Mutis;Salón 138
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA4YGLmWkq7SomlIFzRyxTUAUxbO0pnQgh0Q44JZF7mb4M;Quinta de Mutis;Aula de Informática 1
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCSY8tFcHY-T6TObO0wmLd2AWM5LsmDKxR3FuTIoei2ZvM;Quinta de Mutis;Aula de Informática 2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDBnHmiLvgoSqq2MJHAxVvpAa8Ek4ArL-WHnAT5rb-2eVo;Quinta de Mutis;Aula de Informática 3
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDdtQiu-PLYRb6MDjl2g41XAe2Y5tPiaM2kSfFhHZd48-s;Quinta de Mutis;Aula de Informática 4
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD7JZpj2n_zRLLBBSzLXsdoAc15_AjwYQGY2U2Cya2H_TY;Quinta de Mutis;Aula de Informática 5
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAK9CvICeFzSLB-5nQ8U0uWASvJMxfR0k2L0CWCo8NEOaY;Quinta de Mutis;Salón 115B
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDqIReW4VivR7tzs_MevfmsAQhYfQ-ILclhL6TtJgLAkxg;Quinta de Mutis;Sala NASH
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDUL8BUNwL-TaUjvqPnIaBfAeBzeFF4Hkea3n-njum1guU;Quinta de Mutis;Salón 118
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA-QNGuJUeUQJMxw1e1suP6Aa691idizHUOhc573YpJeSM;Sede del Emprendimiento, Innovación y Creación;Módulo 4-01
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDiES8CQPMjR6B03SJ05DCmASOmGQ80HdQ7R8DLup-p9wM;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 601
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDum603pQtBRbkIQeTv6qZgAXrYCj2zkipWwxyZSFv3Nm4;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 602
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQACb1nRVEV7Sb7Uvwl76zRBAUZKHjgA-pfjbFnyE6dyb20;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 701
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDQDpvIuoxERKnXmejcT14OAb1W9UH6MefB5ZCfmc9JBEM;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 802
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAFGnpPe-gdR4OFPBt1C2ZoATVvzTYVicd5n-aoOipKEMY;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 801
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDcM4HGb3uWQpqOa50kIxKMAdKd1Fb3TBsXhk2HQBl3XmA;Sede del Emprendimiento, Innovación y Creación;Módulo 3-01
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD6Gjuf7GspTpgUDFQNQ9clAYfacTpA4hsVudnT6sDPcmE;Sede del Emprendimiento, Innovación y Creación;Módulo 3-02
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBqU85UnXaWTJSz4mFj7vYDAaScq8j92Vc7305JHdXap4o;Sede del Emprendimiento, Innovación y Creación;Módulo 3-03
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDcITCjriMWR4AhZvS5jXuzAT3DPaD-fVzxmZVK3MS0ngM;Sede del Emprendimiento, Innovación y Creación;Módulo 3-04
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC6PpIT8_q3SpQZxHwa81SpAVnBe92UuRY8UPpwf086qJ4;Sede del Emprendimiento, Innovación y Creación;Módulo 3-05
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBz7rihs9Y8Qb1ODH1GUIDqAV33oKk829sur_0g0yYGZqo;Sede del Emprendimiento, Innovación y Creación;Módulo 3-06
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAnUStmBOgfS6bu3_st85eOASYfzA9HNO4KLIw1gcgjsRE;Sede del Emprendimiento, Innovación y Creación;Módulo 3-07
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBVPDnF8InnT5ZRD3j-Pa5uAULyS-xVTPjOVKWMDbVMck8;Sede del Emprendimiento, Innovación y Creación;Módulo 3-08
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQASieU1sp9bRr6tMyaXaXZXAYxjtYK8OD5r5AqChHDk9VU;Sede del Emprendimiento, Innovación y Creación;Módulo 3-09
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBtpDtymsZyRbNFBT9nkII5AVVG03_3084-oQQWp08ycqg;Sede del Emprendimiento, Innovación y Creación;Módulo 2-01
